ID,calorie,water,carbohydrate,fiber,sugar,protein,fat,sfat,cholesterol,sodium,potassium,calcium,vit_A,vit_C,vit_D,vit_E,vit_K,vit_B6,vit_B12,thiamin,riboflavin,niacin,iron,folat,pantotenik,fosfor,magnesium,cinko,copper,selenium,manganese,Class
1961,143,72.55,0,0,0,20.88,5.94,2.13,66,68.0,276.0,12.0,0.0,0,0.0,0.19,0,0.17,2.21,0.13,0.23,6.51,1.91,24,0.66,190,27,3.19,128,23.6,24,Hayvansal
1962,209.08,56.07,20.47,2.28,1.26,8.82,10.45,4.37,25.66,1093.48,254.69,34.91,32028.25,11.29,2.9,1.31,36.88,0.22,0.65,0.01,0.08,0,1.52,12.26,0.25,92.85,22.06,1.73,0.05,6.33,0.07,Mix
1963,22,92.63,4.11,2,1.3,2.4,0.22,48,0,14.0,224.0,23.0,1006.0,7.7,0.0,1.5,50.6,79,0,162,139,1.084,0.91,149,225,54,14,60.000.000,165,6.1,154,Bitkisel
1964,30,95.42,1.9,0,0,1.8,1.7,0.9,2,283.0,113.0,100.0,190.0,0,30.0,0,0,6,0.17,27,0.09,0.08,0.03,0,0,55,5,0.17,0,1,0,Hayvansal
1965,58,995.400.000,15,0,8,0,0,0,0,8.0,8.0,3.0,0.0,0,0.0,0,0,0,0,5,23,0,0.11,0,0,9,1,0.01,2,0,0,Bitkisel
1966,190.23,62.66,13.81,1.17,0.8,10.08,10.52,0.04,25.67,493.39,233.16,22.28,1445.34,3.61,0.0,0.16,16.28,0.15,0.94,0.06,0.11,0,1.32,11.15,0.14,79.55,18.33,1.63,0.06,3.34,0.05,Mix
1967,118,71.95,18.28,2.7,2.1,5.95,2.92,778,8,169.0,196.0,18.0,0.0,5.3,0.0,0.89,5,146,0.24,98,96,3.41,1.41,18,0,98,36,1.35,167,21.5,0,Mix
1968,44.37,91.38,3.33,0.91,0.95,1.28,3.19,0.78,2.19,95.72,194.37,45.69,608.49,9.38,0.47,0.96,144.56,0.08,0.02,0.04,0.07,0,0.88,61.89,0.06,25.14,25.61,0.22,0.05,0.79,0.31,Bitkisel
1969,239,31.4,62.5,5.1,38.8,2.8,60.000.000,272,0,28.0,628.0,74.0,30.0,3.5,0.0,0.1,2.8,66,0,428,152,1.938,2.8,14,143,113,92,0.1,8.600.000,1.3,0,Hayvansal
1970,224,58.58,23.23,1.8,0.34,2.5,14.07,2.014,0,295.0,435.0,11.0,0.0,7.8,0.0,1.42,17.4,237,0,118,29,1.888,0.53,21,0,79,22,0.32,95,0.4,0,Hayvansal
1971,43,86,894.999.999,3.8,2.2,3.38,0.3,62,0,25.0,389.0,42.0,754.0,85,0.0,0.88,177,219,0,139,0.09,745,1.4,61,309,69,23,0.42,7.000.000,1.6,337,Bitkisel
1972,314,46.57,1.4,0,1.4,25.3,23,15.9,38,1700.0,78.0,700.0,0.0,6,180.0,0,0,55,1.36,24,296,8.599.999,0.13,6,1.56,650,25,3.35,7.000.000,7.2,67,Hayvansal
1973,354,39.21,29.61,0.4,18.86,5.91,24.26,14.156,123,155.0,156.0,66.0,216.0,1.1,0.6,0.71,1.7,62,0.32,8.799.999,246,991,1.12,20,0,105,15,0.57,52,9.6,0,Mix
1974,471,3.9,644.000.000,5.3,28.57,10.1,19.8,2.37,0,294.0,336.0,61.0,33.0,0.9,0.0,02.09,14.6,8.500.000,0,264,119,1.581,2.95,23,81.299.999,277,97,02.03,392,16.2,1.777,Bitkisel
1975,411,18.79,52.25,1.7,30.8,06.08,21.15,3.366,56,429.0,213.0,83.0,24.0,0.4,0.3,1.48,10.7,119,0.13,168,181,1.344,1.66,49,0,206,30,0.73,275,6.4,0,Mix
1976,161,72.84,14.12,1.7,10.83,0.98,11.18,1.887,7,218.0,118.0,31.0,185.0,14.7,0.0,0,0,102,0,15,25,206,0.23,Mikrogram,0.25,20,7,0.12,14,0,83,Hayvansal
1977,14,95.64,2.97,1.2,1.97,0.9,0.14,18,0,10.0,141.0,18.0,502.0,2.8,0.0,0.18,24.1,42,0,41,25,123,0.41,29,91,20,7,0.15,25,0.1,125,Bitkisel
1978,48,89.47,3.93,2.2,1.99,1.79,3.39,1.939,8,337.0,137.0,16.0,24.0,42.3,0.0,0.15,13.4,165,0.01,0.04,51,393,0.31,42,0,31,9,0.17,17,0.6,0,Mix
1979,72.53,86.93,5.22,02.05,3.1,1.63,5.48,0.94,1.63,41.8,222.9,28.11,578.04,21.39,0.4,1.12,9.84,0.12,0.03,0.06,0.05,0,0.39,22.11,0.23,43.42,17.37,0.35,0.09,0.86,0.28,Bitkisel
1980,340,49.03,0,0,0,23.06,26.82,11.36,98,77.0,277.0,18.0,0.0,0,0.0,0,0,0.11,2.56,0.09,0.23,6.92,1.93,15,0.61,184,24,4.21,124,24.7,21,Hayvansal
1981,358,28.4,43.55,2,04.04,7.5,17.05,11.916,1,1070.0,115.0,55.0,0.0,0,0.0,0.26,0,63,0,433,313,3.897,2.86,81,0.4,538,16,0.5,8.700.000,15.2,422,Hayvansal
1982,88.71,76.69,23.05,0.44,19.67,0.09,0.02,0,0,1.66,43.16,11.37,19.65,3.24,0.0,0,0.02,0.01,0,0,0.01,0.04,0.16,0.65,0.02,3.71,1.77,0.01,0.03,0.25,0.01,Bitkisel
1983,40,877.399.999,946.000.000,1.5,5.1,2,0.2,21,0,7.0,340.0,18.0,1179.0,242.5,0.0,68.999.999,14.3,278,0,0.09,0.09,0.95,1.2,23,61,46,25,0.3,174,0.5,237,Bitkisel
1984,376,8.56,774.300.000,5,0,12.76,0.64,117,0,10.0,166.0,24.0,0.0,0,0.0,0,0,0.11,0,163,78,3.49,01.08,20,1.243,170,44,0.83,247,0,0.78,Hayvansal
1985,510,11.46,51.7,6.3,25,8,28.8,13.5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
1986,183.03,64.89,22.61,1.12,1.7,2.51,9.34,1.15,0,95.52,99.07,15.71,665.34,2.83,0.0,1.33,6.22,0.07,0,0.17,0.03,1.41,1.37,62.69,0.37,59.19,22.05,0.59,0.09,3.75,0.66,Bitkisel
1987,126,70.91,0,0,0,22.16,3.46,0.98,42,397.0,248.0,9.0,0.0,0,0.0,0,0,0.32,0.32,53,133,9.067,0.66,5,489,214,21,1.53,41,25.7,15,Hayvansal
1988,108.67,79.14,9.6,2.62,3.82,1.45,7.89,1.14,0,518.78,204.99,25.35,13969.87,13.28,0.0,1.1,71.03,0.1,0,0.04,0.02,0,0.95,22.19,0.12,26.84,10.48,0.18,0.04,0.42,0.12,Bitkisel
1989,252,44.59,6.55,02.05,0.1,28.56,11.97,2.681,44,2480.0,629.0,43.0,42.0,0.3,4.0,0.12,0.7,221,1.87,0.12,161,6.81,5.57,6,265,439,48,5.41,91,17.7,27,Hayvansal
1990,217,59.7,0,0,0,24.58,12.37,2.791,82,918.0,447.0,84.0,135.0,1,86.0,1.54,0.1,413,18.7,126,319,4.402,1.51,14,0.88,325,46,1.36,135,52.6,0.05,Hayvansal
1991,428,5.86,73.5,3.1,24.1,5.4,13.9,7.3,0,0.0,0.0,312.0,133.8,105,420.0,5.3,0,0.85,0.38,0.8,0.73,12.2,8.6,Mikrogram,6.3,0,65,6,0.08,0,1.1,Mix
1992,413,24.55,43.69,2.1,25.68,5.31,25.17,3.4,45,231.0,168.0,32.0,19.0,1.3,0.2,2.44,24.6,112,0.09,174,175,1.43,1.58,42,0,88,24,0.67,205,11.1,0,Mix
1993,443,3,56,30.58,16.8,20,7.5,57.218,0,30.0,543.0,32.0,0.0,1.5,0.0,0.44,0.3,0.3,0,0.06,0.1,603,11.7,9,0.8,206,90,02.01,796,18.5,2.745,Bitkisel
1994,328,43.53,8.6,0,2.33,19.15,24.11,16.2,75,1533.0,74.0,664.0,179.0,0,40.0,01.03,2.6,207,0.99,29,602,4.32,0.43,Mikrogram,0,508,26,4.32,0,15.2,0,Hayvansal
1995,227,52.9,28.3,0,0,6.4,969.999.999,2.122,59,439.0,132.0,219.0,196.0,0.3,0.0,0,0,46,0.22,201,281,1.567,1.8,38,405,159,16,56.000.000,49,14.9,0.2,Bitkisel
1996,40.94,90.89,3.69,0.15,0.35,3.93,01.08,0.3,16.11,101.33,48.74,23.16,297.22,0.03,1.91,0.05,0.36,0.04,0.09,0.03,0.05,0,0.36,4.77,0.17,49.14,9.16,0.51,0.03,7.56,0.14,Hayvansal
1997,112,685.100.000,26,0.3,21.27,1.3,0.2,14,0,907.0,281.0,15.0,527.0,4.1,0.0,1.46,3,158,0,11,166,1.434,0.35,9,47,26,13,0.17,8.500.000,0.7,8.400.000,Mix
1998,332,51.12,0.35,0,0,18.21,27.98,10.905,82,813.0,258.0,11.0,81.0,0,18.0,0.24,1.1,313,02.01,48,0.15,3.6,1.57,3,515,141,14,4.38,6.900.000,0,0,Hayvansal
1999,71,808.499.999,15.9,6.5,935.999.999,1.88,0.86,103,0,10.0,186.0,62.0,0.0,43.9,0.0,0.15,0,36,0,37,0.09,429,0.86,17,0,19,20,0.17,95,0,0,Bitkisel
2000,30,908.199.999,6.63,2.2,2.97,1.69,0.25,65,0,3.0,211.0,81.0,350.0,12.4,0.0,0.33,49.4,42,0,89,105,708,57.000.000,148,216,42,43,0.53,83,60.000.000,873,Bitkisel
2001,123.88,74.06,3.15,0.57,0.94,16.16,5.37,2.18,47.41,314.81,297.41,39.15,5753.93,1.99,2.26,0.2,0.81,0.33,1.68,0.04,0.12,4.1,1.94,8.41,0.52,163.28,19.53,3.82,0.07,13.2,0.07,Hayvansal
2002,487,10.56,58.1,4,27.9,6.9,24.4,13.5,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
2003,20.34,95.53,1.53,0.13,1.37,1.29,01.05,0.04,2.65,93.33,67.51,49.51,3895.23,1.65,11.67,0.01,9.33,0.03,0.2,0.01,0.07,0.1,0.11,5.14,0.1,31.33,4.95,0.13,0,0.48,0.02,Mix
2004,132,69.14,24.86,1.6,0.23,2.66,2.36,0.54,0,213.0,84.0,4.0,18.0,0,0.1,0.67,2.6,209,0,173,68,2.488,0.55,9,0,100,38,68.999.999,103,5.6,0,Mix
2005,277,47.89,4.35,0,0,32.54,13.46,3.8,446,113.0,330.0,18.0,11929.0,869.999.999,0.0,0,0,0.61,13.31,97,1.524,10.987,10.32,379,4.453,286,25,6.27,422,104.2,222,Hayvansal
2006,79,81.95,7.28,0,0,7,2.12,68.300.000,38,163.0,152.0,56.0,63.0,6,0.0,0,0,76,24.3,0.13,55,1.792,7.77,24,195,115,33,45.15,1.434,77.5,425,Hayvansal
2007,41,88.8,3.64,2.3,0.42,2.9,2.32,1.35,5,293.0,452.0,133.0,17.0,9.5,0.0,02.08,478.6,235,0,92,0.23,476,3.46,142,0,55,84,0.74,169,1.5,0,Mix
2008,0,99.64,0,0,0.93,0,0,0,0,6.0,5.0,1.0,0.0,9.5,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0.01,5,0,0,Bitkisel
2009,282,20.53,75.03,8,63.35,2.45,0.39,32,0,2.0,656.0,39.0,10.0,0.4,0.0,0.05,2.7,165,0,52,66,1.274,01.02,19,589,62,43,0.29,206,3,262,Bitkisel
2010,884,0,0,0,0,0,100,19.7,0,0.0,0.0,0.0,0.0,0,0.0,32.3,24.7,0,0,0,0,0,7.000.000,0,0,0,0,0,0,0,0,Bitkisel
2011,62,84.91,985.999.999,0.1,9.94,3.46,1,584,5,65.0,172.0,129.0,51.0,0.4,44.0,0,0.1,47,0.23,31,247,124,0.23,3,0,96,13,0.43,28,1.9,0,Mix
2012,353,10.62,86.98,02.03,81.95,0.17,0,0,0,28.0,20.0,18.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,38,4,0.01,0,0,0,Bitkisel
2013,122,767.099.999,0.21,0,0,16.47,5.68,2.25,135,89.0,316.0,6.0,0.0,5,0.0,0,0,0.39,10.25,0.37,0.99,6.14,4.6,2,2.63,175,17,1.87,397,32,46,Hayvansal
2014,45,89.36,10.36,0,9.94,0,0.25,0,0,3.0,5.0,1.0,0.0,0,0.0,0,0,0,0,0,0,0,0.02,0,0,9,0,0.09,7,0.1,0,Mix
2015,496,1.8,57.7,5.2,0,8.5,27.2,8.6,4,458.0,1528.0,72.0,33.0,54.1,0.0,0,0,348,0,155,158,5,1.84,0,0.79,299,75,0.91,0.25,0,446,Bitkisel
2016,237.53,51.22,23.71,2.17,03.01,11.97,10.61,0.46,21.93,544.93,241.3,63.68,320.63,1.93,0.0,0.21,9.51,0.17,0.8,0.23,0.19,4.83,2.4,41.1,0.13,121.65,29.93,1.82,0.13,14.87,0.54,Mix
2017,1.18,99.39,0.05,0,0,0.15,0.02,2,0,2.0,49.0,2.0,0.0,0,0.0,0.01,0.1,1,0,14,76,191,0.01,2,254,3,3,0.02,2,0,23,Bitkisel
2018,43,881.500.000,960.999.999,5.3,4.88,1.39,0.49,14,0,1.0,162.0,29.0,214.0,21,0.0,1.17,19.8,0.03,0,0.02,26,646,0.62,25,276,22,20,0.53,165,0.4,646,Bitkisel
2019,23,93.14,4.48,0.9,60.000.000,1.43,0.25,0.06,0,22.0,302.0,19.0,27.0,8,0.0,2.26,255.2,57,0,16,28,255,57.000.000,60,269,40,13,0.62,341,0.9,138,Bitkisel
2020,32,89.67,7.13,3.2,81.000.000,1.5,0.3,7.000.000,0,40.0,296.0,190.0,11587.0,60,0.0,2.86,251,263,0,7.000.000,0.1,60.000.000,1.1,194,0.38,42,31,0.19,0.35,1.2,466,Bitkisel
2021,264,47.5,4,0,0,24.6,17.9,04.06,588,1500.0,181.0,275.0,905.0,0,117.0,1.89,60.000.000,0.32,20,0.19,0.62,0.12,11.88,50,3.5,356,300,0.95,0.11,65.5,0.05,Bitkisel
2022,485,0.00,58.5,3.1,2.6,7.1,24,10,0,1.506,0.0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0,0,0.00,0.00,0.00,0.00,Bitkisel
2023,121.53,79.21,7.36,4.16,1.6,1.5,10.66,1.53,0,91.43,348.29,13.86,870.37,13.02,0.0,1.67,17.6,0.18,0,0.05,0.07,1.11,0.45,51.58,0.8,38.9,20.26,0.42,0.11,0.4,0.12,Bitkisel
2024,112,729.599.999,19.17,1.6,2.21,5.57,1.25,199,14,216.0,180.0,23.0,7.0,1,0.0,01.07,5.5,94,0.87,153,98,2.459,1.17,44,0,67,19,0.47,0.1,18.7,0,Mix
2025,55.15,89.05,2.42,0.16,0.47,5.23,2.81,1.39,63.07,128.01,49.13,55.78,197.96,02.04,6.89,0.21,0.2,0.02,0.61,0.02,0.05,0.75,01.02,5.42,0.13,53.27,7.69,0.65,0.03,2.17,1.53,Hayvansal
2026,261,45.97,26.76,2,5.6,14.85,10.55,3.821,35,461.0,217.0,76.0,0.0,0.2,0.0,0.04,5.5,101,0,334,227,3.947,2.87,64,222,126,25,2.38,121,24.9,327,Mix
2027,201,670.100.000,0,0,0,18.91,13.38,5.83,72,72.0,214.0,11.0,0.0,0,0.0,0.25,0,0.15,2.34,0.1,0.19,5.47,1.67,19,68.999.999,170,22,5.22,101,19.9,21,Hayvansal
2028,27.94,92.77,4.12,0,3.53,2.65,0.06,0.03,1.5,30.0,80.0,65.0,98.0,0,28.0,5,0.05,17,0.27,0.01,0.09,53,0.01,3,161,55,6,0.22,5,1.7,1,Mix
2029,343,9.75,71.5,10,0,13.25,3.4,741,0,1.0,460.0,18.0,0.0,0,0.0,0,0,0.21,0,101,425,07.02,2.2,30,1.233,347,231,2.4,1.1,830.000.000,1.3,Bitkisel
2030,92.53,75.74,8.29,5.53,0.98,03.05,5.8,0.83,1.68,49.13,133.15,219.35,195.26,8.92,24.59,1.85,0.37,0.02,0.4,0.13,0.06,1.42,1.48,11.58,0.03,141.48,57.88,0.78,0.19,8.42,0.48,Mix
2031,884,0,0,0,0,0,100,9.859,0,0.0,0.0,0.0,0.0,0,0.0,41.08,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
2032,44,88.87,6.99,0.57,6.32,2.76,0.74,0.42,3.5,30.94,148.97,91.76,83.25,16.64,32.19,0.09,0.69,0.03,0.34,0.02,0.14,0.18,0.15,10.38,0.29,74.64,11.42,0.34,0.02,2.62,0.11,Mix
2033,18,94.62,4.1,1.6,2.5,60.000.000,0.1,0.03,0,21.0,227.0,27.0,0.0,22,0.0,0,0.3,46,0,0.02,0.02,0.2,0.4,28,138,23,16,0.15,115,0.7,38,Bitkisel
2034,28,91.87,6.7,1.2,4.39,0.92,0.2,29,0,2.0,166.0,9.0,2941.0,171,0.0,1.65,5.1,233,0,59,0.03,477,0.46,16,79,18,10,0.12,65,0.3,115,Bitkisel
2035,332,17.06,57.5,29,02.03,13.5,5.5,145,0,510.0,319.0,31.0,0.0,0,0.0,81.000.000,6,0.21,0,243,145,01.04,2.43,47,676,269,78,2.39,255,36.6,2.475,Bitkisel
2036,340,10.42,75.36,12.7,0.41,10.69,1.99,368,0,2.0,435.0,34.0,9.0,0,0.0,01.01,1.9,378,0,0.41,107,4.766,5.37,41,0.85,402,90,3.46,426,0,3.406,Bitkisel
2037,240,63.4,12.12,0,10.77,0.41,21.12,2.948,0,993.0,84.0,13.0,36.0,0.4,0.0,2.19,56,64,0,0.02,0,131,0.26,0,0,15,5,7.000.000,19,2,31,Bitkisel
2038,139.38,67.66,20.4,5.63,1.18,6.22,3.92,0.57,0,195.46,463.67,61.73,6268.89,18.14,0.0,0.83,11.22,0.11,0,0.1,0.06,0,2.18,93.62,0.28,106.66,49.09,1.24,0.22,1.33,0.59,Bitkisel
2039,277,55.22,0,0,0,24.98,19.64,8.66,87,71.0,325.0,16.0,25.0,0,5.0,0.1,1.6,373,03.03,66,191,4.663,2.45,6,752,193,22,8.68,77,27.5,12,Hayvansal
2040,332,15,77.3,77.3,0,4.6,0.5,0.06,0,125.0,0.0,294.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
2041,184.95,57.87,22.52,5.59,1.79,10.54,6.35,1.72,7.79,378.16,708.02,93.72,765.52,1.45,1.47,1.76,2.79,0.15,0.16,0.16,0.06,0.58,4.13,132.6,0.29,144.52,70.35,1.73,0.36,06.07,0.62,Mix
2042,172,682.600.000,0,0,0,23.45,7.93,1.911,78,97.0,499.0,6.0,129.0,0,666.0,2.41,0.1,615,1.62,89,63,9.254,0.45,2,417,304,35,0.78,46,68.5,13,Hayvansal
2043,884,0,0,0,0,0,100,16.9,0,0.0,0.0,0.0,0.0,0,0.0,15.69,0.7,0,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,Bitkisel
2044,0,999.000.000,0,0,0,0,0,0,0,1.0,0.0,14.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mix
2045,85.01,80.09,13.67,0.38,6.16,3.7,1.77,01.07,7.16,94.68,147.21,199.22,251.25,1.52,35.82,0.01,0.16,0.04,0.34,0.04,0.15,0.09,0.1,4.51,0.3,89.87,12.84,0.37,0.01,02.08,0.09,Mix
2046,147,67.5,11.05,4.2,0,12.95,6.8,786,0,15.0,620.0,197.0,180.0,29,0.0,0,0,65,0,435,175,1.65,3.55,165,147,194,65,0.99,128,1.5,547,Bitkisel
2047,155,69.22,0,0,0,26.45,4.64,1.059,452,127.0,193.0,17.0,37.0,6.3,0.0,0.11,0,175,3.91,57,357,6.45,3.68,13,525,187,21,3.92,274,44.1,98,Hayvansal
2048,294,43.43,27.48,1.7,1.97,12.18,14.88,5.441,29,463.0,98.0,206.0,64.0,0.3,4.0,0.97,4.5,0.05,0.36,207,257,2.332,1.75,50,0,172,21,1.4,109,21,0,Mix
2049,248.18,52.32,10.59,0.22,0.02,22.81,12.23,3.18,315.4,320.59,299.47,6.37,21596.03,0.58,40.56,3.78,3.7,0.85,68.82,0.21,2.88,14.96,5.49,230.38,5.79,410.43,20.04,4.39,12.09,29.96,0.35,Hayvansal
2050,52,85.75,11.94,6.5,4.42,1.2,0.65,0,0,1.0,151.0,25.0,33.0,26.2,0.0,0.87,7.8,55,0,32,38,598,68.999.999,21,329,29,22,0.42,0.09,0.2,0.67,Bitkisel
2051,290,21.87,74.73,0,74.72,0,0.1,18,0,37.0,1464.0,205.0,0.0,0,0.0,0,0,0.67,0,41,2,0.93,4.72,0,804,31,242,0.29,487,17.8,1.53,Bitkisel
2052,282,19.2,51.8,18.84,11,5.49,1.75,175,0,91.0,760.0,67.0,0.0,0,0.0,0,0,0.3,0,34,37,1.68,0.85,0.01,0.1,61,38,0.35,0.02,0,0,Bitkisel
2053,520,885.999.999,54,0.9,4.9,3.7,32.6,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Bitkisel
2054,152,69.64,16.76,1.1,81.000.000,6.24,6.52,3.54,21,198.0,84.0,31.0,47.0,4.8,8.0,0.19,0.9,76,0.28,154,119,1.503,0.99,41,0,68,14,0.93,81,16.6,0,Mix
2055,273,52.08,872.000.000,0.3,0,21.77,16.17,4.28,90,279.0,189.0,18.0,91.0,0,0.0,0,0,0.27,0.28,116,221,5.433,1.4,18,994,152,20,2.17,0.08,26.6,54,Hayvansal
2056,186.48,61.4,20.4,1.65,2.39,8.29,08.03,3.91,27.97,445.59,279.24,20.44,6008.54,8.75,3.5,0.77,17.45,0.17,0.59,0.27,0.19,0,02.06,61.91,0.37,90.68,17.92,1.53,0.11,12.25,0.23,Mix
2057,292,40.7,37.95,2.1,5.4,7.41,12.13,2.815,10,515.0,160.0,22.0,1.0,5.1,4.0,1.35,9.6,121,0.16,424,263,3.763,2.45,78,0,79,16,0.74,112,17.3,0,Bitkisel
2058,164,62.41,27.22,2.4,0.34,2.6,5,1.643,60.000.000,380.0,451.0,14.0,0.0,11,0.0,60.000.000,25,0.2,0,7.000.000,0.02,0.8,0.72,0,0.3,0,24,0,0,0,0,Bitkisel
2059,544,835.999.999,38.9,9.6,32.8,969.999.999,38.8,20.6,5,49.0,226.0,60.5,65.5,0.2,5.5,0.6,7.1,0.1,0.1,0.09,0.05,0.79,05.09,390,0.22,270,160.3,2.2,1.1,8,1.2,Bitkisel
2060,180,694.899.999,0,0,0,21.72,10.31,3.918,58,87.0,303.0,7.0,30.0,0,1.0,0.37,0,115,2.14,43,139,4.617,0.96,Mikrogram,468,164,19,3.15,7.000.000,3.7,2,Hayvansal
2061,418,05.05,74.05,2.8,1.29,946.000.000,864.000.000,1.653,0,2200.0,152.0,19.0,2.0,0,0.0,1.15,25.4,8.599.999,0.09,702,487,6.442,5.57,134,536,102,23,68.999.999,139,10.3,68.600.000,Hayvansal
2062,114,745.999.999,17.7,0.2,0,3,3.8,2.57,12,162.0,157.0,111.0,110.0,0.7,0.0,0,0,144,0.25,32,143,89,0.2,4,285,88,16,0.36,27,2.3,37,Mix
2063,1,99.84,0.15,0,0,0,0,0,0,3.0,12.0,1.0,0.0,0,0.0,0,0,0,0,0,0,0.06,0,0,0,1,1,0.01,0,0,0,Bitkisel
2064,31,90.8,7.62,1,2.11,81.000.000,0.2,27,0,10.0,87.0,30.0,812.0,4.2,0.0,0.5,25.4,113,0,26,0.02,0.2,1.1,24,7.200.000,17,14,0.06,62,0.5,247,Bitkisel
2065,230.76,58.54,21.2,1.66,1.16,4.5,14.46,1.84,16.71,214.88,250.94,60.77,97.9,4.98,3.68,05.03,2.72,0.2,0.14,0.17,0.1,1.56,0.8,20.68,0.47,80.31,19.59,0.56,0.13,4.71,0.18,Bitkisel
2066,129.3,77.41,2,1.16,0.31,8.24,9.91,3.69,117.68,461.96,314.53,86.61,5330.92,4.73,22.51,1.32,239.23,0.24,0.74,0.07,0.27,0,2.58,85.19,0.58,111.54,48.61,1.57,0.11,12.14,0.46,Mix
2067,475,6.31,61.63,1.9,55.99,7.77,23.04,5.44,10,137.0,216.0,47.0,30.0,0.1,0.0,2.42,0.7,167,0.05,76,112,3.388,0.74,31,0,138,60,01.04,269,2.7,0,Mix
2068,52,875.699.999,0.73,0,0.71,10.9,0.17,0,0,166.0,163.0,7.0,0.0,0,0.0,0,0,5,0.09,4,439,105,0.08,4,0.19,15,11,0.03,23,20,11,Hayvansal
2069,203,62.07,0,0,0,27.37,10.4,2.669,93,78.0,294.0,28.0,79.0,0,8.0,0.11,0,633,1.34,77,211,8.724,1.52,7,1.193,254,30,3.11,151,31.1,11,Hayvansal
2070,443,16.15,55.9,1.8,29.3,5.6,21.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
2071,132,73.33,0,0,0,19.47,5.98,1.1,57,82.0,380.0,26.0,26.0,0,1307.0,0,0,0.51,2.91,0.13,0.12,05.01,0.25,0,0,268,32,0.4,0,12.2,0,Hayvansal
2072,86,76.05,18.7,2,6.26,3.27,1.35,325,0,15.0,270.0,2.0,187.0,6.8,0.0,7.000.000,0.3,93,0,155,55,1.77,0.52,42,717,89,37,0.46,54,60.000.000,163,Bitkisel
2073,98,77.42,15.22,1.2,3.6,3.98,2.3,1.047,10,246.0,205.0,69.0,12.0,2.5,4.0,0.86,14.2,95,0.12,104,102,1.114,0.82,41,0,69,18,0.38,6.900.000,10.6,0,Mix
2074,130,68.44,28.17,0.4,0.05,2.69,0.28,77,0,1.0,35.0,10.0,0.0,0,0.0,0.04,0,93,0,163,13,1.476,1.2,58,0.39,43,12,0.49,6.900.000,7.5,472,Bitkisel
2075,104,75.56,17.77,1.7,1.82,3.9,1.89,366,0,191.0,140.0,15.0,202.0,1.1,0.0,81.000.000,4,8.400.000,0,7.200.000,123,1.162,0.9,29,187,44,16,0.35,74,10.1,215,Bitkisel
2076,254,55.28,2.5,0.1,0,26.84,14.43,3.9,94,88.0,233.0,13.0,92.0,0,0.0,0,0,0.34,0.31,8.799.999,235,6.546,1.43,11,1.198,182,24,2.68,8.500.000,20.8,32,Hayvansal
2077,21,93.61,4.54,1.8,1.1,0.9,0.2,53,0,4.0,288.0,86.0,102.0,8,0.0,0.27,29.3,24,0,0.02,0.03,0.3,0.22,7,8.500.000,14,12,0.1,21,1.1,196,Bitkisel
2078,884,0,0,0,0,0,100,25.9,0,0.0,0.0,0.0,0.0,0,0.0,35.3,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bitkisel
2079,559,3.52,36.84,6.5,19.39,15.88,41.12,17.067,0,63.0,658.0,234.0,0.0,0.2,0.0,880.000.000,3.8,181,0.14,258,0.3,4.412,2.61,83,0,277,127,3.32,634,5.2,0,Bitkisel
2080,530,3.56,65.8,0.2,21.1,0.3,29.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,Mikrogram,0,0,0,0,0,0,0,Mix
2081,691,3.52,13.86,9.6,3.97,9.17,71.97,6.18,0,0.0,410.0,70.0,56.0,1.1,0.0,1.4,3.5,0.21,0,0.66,0.13,1.167,2.53,22,863,277,121,4.53,1.2,3.8,4.5,Bitkisel
2082,181.6,56.44,23.26,2.1,3.1,12.92,4.15,0.36,18.23,533.86,234.26,72.23,2017.68,1.6,0.0,0.16,12.42,0.23,0.14,0.22,0.16,0,2.18,44.4,0.02,136.23,31.62,0.78,0.09,18.9,0.57,Mix
2083,262,55.22,964.000.000,0,7.71,14.19,18,2.381,13,870.0,69.0,77.0,860.0,0,113.0,1.71,0.2,0.17,4.27,36,139,3.3,1.22,2,81,89,8,0.53,105,58.5,0.04,Hayvansal
2084,33,89.58,7.45,3.2,1.48,1.93,0.19,26,0,7.0,299.0,82.0,716.0,23,0.0,0.27,31.3,215,0,0.2,0.06,1,0.62,60,245,61,57,0.58,109,0.7,788,Bitkisel
